title,date,text
"Donald J. Trump: Proclamation 9581—Cancer Control Month, 2017",2017-03-31,"The creativity and commitment of America's incredible medical research and healthcare communities have made the United States the biomedical innovation capital of the world. In particular, American innovators have made ground-breaking advances in cancer research. These innovations help drive the declining rates of cancer mortality.  Still, much work remains to be done. Cancer is still the second-leading cause of death in the United States and causes too much suffering for too many of our families and communities.  During Cancer Control Month, we honor the memory of loved ones lost to cancer and we celebrate our cancer survivors. We recommit ourselves to developing cures for those currently battling this disease across the country and to educating people on the many ways they can prevent cancer and take care of those who have fallen ill.  Our Nation is committed to winning the fight against cancer. Throughout April, we promote methods to combat cancer and we recognize the thousands of medical professionals, public health advocates, scientific researchers, innovative companies, and family members and friends who treat, find cures for, and support those suffering from all forms of cancer.  My Administration will continue to work with the Congress to implement the 21st Century Cures Act and clear the way for enormous breakthroughs in medical science. Cutting-edge research can transform cancer treatment, so that it is more effective, less toxic, and less debilitating. Together, we will make possible the medical advances necessary to prevent, treat, and defeat this disease.  Experts believe that nearly half of the most common cancers can be prevented. Americans can reduce their risk of developing cancer through healthy eating habits, regular physical activity, and avoiding tobacco and excessive alcohol consumption. Regular physicals and cancer screenings and awareness of family medical histories are also critical to preventing cancers and helping those who fall victim to cancer discover it at earlier, more treatable stages.  Because of the toll cancer imposes on our citizens, families, and communities, as well as the importance of promoting prevention and early detection, my Administration wholeheartedly concurs in the request of the Congress, that dates back to 1938, to declare April as ""Cancer Control Month.""  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as Cancer Control Month. I call upon the people of the United States to speak with their doctors and healthcare providers to learn more about preventive measures that can save lives. I encourage citizens, government agencies, private businesses, nonprofit organizations, the media, and other interested groups to increase awareness of what Americans can do to prevent and control cancer. I also invite the Governors of the States and Territories and officials of other areas subject to the jurisdiction of the United States to join me in recognizing Cancer Control Month.  In Witness Whereof, I have hereunto set my hand this thirty-first day of March, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9582—National Child Abuse Prevention Month, 2017",2017-03-31,"Childhood is precious. Growing up in a loving home, with a nurturing family, surrounded by a safe community gives our children the best opportunity to realize their full potential. Sadly, mistreatment by parents, guardians, relatives, or caregivers all too often threatens children's ability to flourish. Abuse or neglect can rob children of their sense of dignity and worth, which are indispensable to the pursuit of happiness and success in the classroom, in the workplace, and in relationships. Children rightfully impose a moral obligation on adults, who must protect them from harm and preserve their opportunity to reach their full potential and achieve their dreams. They deserve nothing less. The dreams of our children are the future of this country.  As we observe National Child Abuse Prevention Month, we renew our commitment to stop child abuse before it begins. That means preventing destructive conduct from shattering the secure and protective environments in which our children deserve to live, learn, and thrive. We must all be aware of the signs of child maltreatment and take appropriate steps to safeguard children by reporting concerns and connecting families with the help they may need.  The family is society's most important institution, and its impact on human potential is unmatched by any other influence that government, education, or even community can wield. We must promote strong families. By respecting and supporting parents, we will reduce risks and increase the safety and protection critical to our children's happiness and success. The best child abuse prevention program is a strong family with well-equipped, mature, and child-focused parents. We therefore celebrate the many community members who help parents fulfill their moral obligations by providing them a needed shoulder to lean on in troubled times.  We also honor foster and adoptive parents, child protective workers, faith leaders, community mentors, teachers, and law enforcement officials, whose tireless work every day protects children who have been tragically abused or neglected. Their often thankless service in these difficult and painful situations helps restore the safety and dignity of these wounded children and, in many cases, dramatically improves the course of their precious lives. As a Nation, we pledge to honor our commitment to protecting the vulnerable among us, not just this month, but every day of the year.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Child Abuse Prevention Month. I call upon all Americans to be alert to the safety and well-being of children and to support efforts that promote their physical, emotional, and developmental health.  In Witness Whereof, I have hereunto set my hand this thirty-first day of March, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9583—National Donate Life Month, 2017",2017-03-31,"Every day, Americans sustain the miracle of life by generously donating their organs and tissue to others in need. During National Donate Life Month, we honor the living and deceased donors who gave so others could live, and celebrate the remarkable achievements of our healthcare and science professionals who perform transplants and create techniques to make the gift of life possible.  We also continue our efforts to raise awareness of the life-saving potential Americans have as donors. The Organ Procurement and Transplantation Network reports that 33,606 transplants were performed during 2016, which is an 8.5 percent increase from 2015.  Still, additional donors are urgently needed. More than 118,000 people are currently waiting for organ transplants, and thousands of our family members and friends die each year waiting for matches. This month we remind Americans that people of all ages and from all walks of life can help save lives. Remarkably, one organ donor can save up to eight lives. One tissue donor can help 75 people heal. I encourage Americans everywhere to learn about how they can participate in the gift of life by becoming organ and tissue donors, and the many other ways they can give to those in need.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Donate Life Month. I call upon healthcare professionals, volunteers, educators, government agencies, faith-based and community groups, and private organizations to help raise awareness of the urgent need for organ and tissue donors throughout our Nation.  In Witness Whereof, I have hereunto set my hand this thirty-first day of March, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9584—National Financial Capability Month, 2017",2017-03-31,"The ability of Americans to plan, save, and invest is vital to their building wealth and pursuing the American Dream. One of my first actions as President was to issue an Executive Order entitled ""Core Principles for Regulating the United States Financial System,"" and its first core principle is that financial regulation should ""empower Americans to make independent financial decisions and informed choices in the marketplace, save for retirement, and build individual wealth.""  Empowering Americans to make independent financial decisions and informed choices is critically important to our Nation's prosperity. Yet more than half of households today do not have 3 months of funds saved for emergency, and most families with children are not currently saving for college. In addition, a majority of working Americans worry about running out of money in retirement, and nearly a third of workers have no retirement savings at all.  We must address these challenges. Creating and implementing innovative financial education curriculums is critical. For example, the Department of Defense has made long -term financial security education opportunities available for our service members and their families. As a result, the men and women of the Armed Forces can plan a healthy financial future by seeking advice from personal financial managers and counselors.  My Administration will work with committed organizations in all sectors to improve financial education and share best practices so that all Americans—no matter their income, education, or background—have the capability to make sound financial decisions. Together, we will empower Americans to take advantage of the many opportunities they have to attain more financially secure and prosperous futures for themselves and their families.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Financial Capability Month. I call upon all Americans to observe this month by engaging in activities that improve their understanding of important financial decisions.  In Witness Whereof, I have hereunto set my hand this thirty-first day of March, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9585—National Sexual Assault Awareness and Prevention Month, 2017",2017-03-31,"At the heart of our country is the emphatic belief that every person has unique and infinite value. We dedicate each April to raising awareness about sexual abuse and recommitting ourselves to fighting it. Women, children, and men have inherent dignity that should never be violated.  According to the Department of Justice, on average there are more than 300,000 instances of rape or other sexual assault that afflict our neighbors and loved ones every year. Behind these painful statistics are real people whose lives are profoundly affected, at times shattered, and who are invariably in need of our help, commitment, and protection.  As we recognize National Sexual Assault Awareness and Prevention Month, we are reminded that we all share the responsibility to reduce and ultimately end sexual violence. As a Nation, we must develop meaningful strategies to eliminate these crimes, including increasing awareness of the problem in our communities, creating systems that protect vulnerable groups, and sharing successful prevention strategies.  My Administration, including the Department of Justice and the Department of Health and Human Services, will do everything in its power to protect women, children, and men from sexual violence. This includes supporting victims, preventing future abuse, and prosecuting offenders to the full extent of the law. I have already directed the Attorney General to create a task force on crime reduction and public safety. This task force will develop strategies to reduce crime and propose new legislation to fill gaps in existing laws.  Prevention means reducing the prevalence of sexual violence on our streets, in our homes, and in our schools and institutions. Recent research has demonstrated the effectiveness of changing social norms that accept or allow indifference to sexual violence. This can be done by engaging young people to step in and provide peer leadership against condoning violence, and by mobilizing men and boys as allies in preventing sexual and relationship violence. Our families, schools, and communities must encourage respect for women and children, who are the vast majority of victims, and promote healthy personal relationships. We must never give up the fight against the scourge of child pornography and its pernicious effects on both direct victims and the broader culture. We recommit ourselves this month to establishing a culture of respect and appreciation for the dignity of every human being.  There is tremendous work to be done. Together, we can and must protect our loved ones, families, campuses, and communities from the devastating and pervasive effects of sexual assault. In the face of sexual violence, we must commit to providing meaningful support and services for victims and survivors in the United States and around the world.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Sexual Assault Awareness and Prevention Month. I urge all Americans, families, law enforcement, health care providers, community and faith-based organizations, and private organizations to support survivors of sexual assault and work together to prevent these crimes in their communities.  In Witness Whereof, I have hereunto set my hand this thirty-first day of March, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9586—World Autism Awareness Day, 2017",2017-03-31,"On World Autism Awareness Day, we highlight the importance of addressing the causes and improving the treatments for autism spectrum disorders (ASDs). We also recognize the importance of identifying ASDs early in a child's life and of understanding the obstacles faced by people living on the autism spectrum. Together, we celebrate the many ways individuals with ASDs enhance our daily lives and make priceless contributions to our schools, workplaces, and communities.  Autism spectrum disorders affect an estimated one out of every 68 children in America. Individuals and families living with autism come from diverse backgrounds. These families face enormous challenges in assisting their loved ones over the course of their lifetimes. As those with ASDs reach early adulthood, families are often faced with even greater obstacles than during childhood, including planning for the successful transition into adulthood and independent life.  We are hopeful that our Nation's efforts will result in significant advancements related to autism diagnosis and treatments in the months and years ahead. Ongoing efforts to scan the human genome carry significant potential to better manage the disorder and, ultimately, find a cure. My Administration will continue to work with the Congress to implement the 21st Century Cures Act and help to clear the way for breakthroughs in medical science. Together, we will turn scientific discoveries into real solutions for people with complex health issues like autism.  Cutting edge therapies and lifelong treatments can impose enormous burdens and expenses on the families of people with autism spectrum disorders. I applaud the efforts by Members of Congress to enact tax-free savings vehicles for families of people with disabilities and ASDs. I also encourage the ongoing public-private efforts to develop new technologies to prevent wandering and keep individuals with ASDs safe.  For generations, men and women living on the autism spectrum have made extraordinary contributions in the fields of science, technology, art, literature, business, politics, and many other professions. Yet the world still has a great deal to learn about ASDs. We must continue our research to improve early identification and intervention, strengthen our comprehension of the disorder, and open opportunities for every member of our society to live independently and live the American Dream. My Administration is committed to promoting greater knowledge of ASDs and encouraging innovation that will lead to new treatments and cures for autism.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim Sunday, April 2, 2017, as World Autism Awareness Day. I invite all Americans to Light it Up Blue, which Melania and I will do at the White House. I call upon all Americans to learn more about the signs of autism to improve early diagnosis, understand the challenges faced by those with autism spectrum disorders, and to do what they can to support individuals with autism spectrum disorders and their families.  In Witness Whereof, I have hereunto set my hand this thirty-first day of March, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9587—National Crime Victims' Rights Week, 2017",2017-04-03,"During National Crime Victims' Rights Week, we stand with crime victims and their families, we renew our commitment to safeguarding our communities from crime, and we recognize those who devote their lives to supporting and empowering victims and survivors.  Crime and violence rob people of their rights to life, liberty, and the pursuit of happiness. We must focus on the plight of crime victims and search for effective solutions. For too long, communities across this Nation have suffered from murder rates that are far too high. Gang-related shootings plague our major cities, while violence continues to afflict towns both small and large.  The physical, mental, and emotional scars borne by crime victims are often coupled with serious financial implications. In 1984, President Reagan signed the Victims of Crime Act, which established the Crime Victims Fund. This fund provides compensation for victims of crime for crime-related expenses such as medical payments, counseling, lost wages, and funeral and burial costs; supports victims' service programs such as domestic violence shelters and rape crisis centers; and builds capacity to improve responsiveness to the needs of crime victims. The Crime Victims Fund receives billions of dollars each year from, among other sources, certain criminal fines and penalties paid by convicted Federal offenders, which helps prevent American taxpayers from shouldering the burdens of reparations. While this fund cannot completely undo the damage caused by crime, it can at least ease the monetary burden felt by victims and their families in the midst of grief.  As a society, we must continue to support those who have endured the fallout from crime. My Administration is developing an office to assist victims of crimes committed by criminal aliens. The Victims Of Immigration Crime Engagement (VOICE), within the Department of Homeland Security, will work to serve the victims of open borders policies—which will no longer form the basis of our immigration system. These victims will not be ignored by the media or silenced by special interests any longer. We will restore law and order and protect our citizens from this undue harm.  During National Crime Victims' Week, we renew our commitment to protecting all victims of crime, vindicating their rights, alleviating their burdens, and preventing future crime. We will assist our law enforcement community in bringing justice to victims and to their communities. My Administration is resolved to uphold this fundamental purpose of the United States Government—preserving security for all Americans.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2 through April 8, 2017, as National Crime Victims' Rights Week. I urge all Americans, families, law enforcement, community and faith-based organizations, and private organizations to work together to support victims of crime and protect their rights. In Witness Whereof, I have hereunto set my hand this third day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
Donald J. Trump: Proclamation 9588—Honoring the Memory of John Glenn,2017-04-05,"As a mark of respect for the memory of John Glenn, I hereby order, by the authority vested in me by the Constitution and the laws of the United States of America, that on the day of his interment, the flag of the United States shall be flown at half-staff at the White House and upon all public buildings and grounds, at all military posts and naval stations, and on all naval vessels of the Federal Government in the District of Columbia and throughout the United States and its Territories and possessions until sunset on such day. I also direct that the flag shall be flown at half-staff for the same period at all United States embassies, legations, consular offices, and other facilities abroad, including all military facilities and naval vessels and stations.  In Witness Whereof, I have hereunto set my hand this fifth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9589—Education and Sharing Day, U.S.A., 2017",2017-04-06,"At the core of the American Dream lies the belief that our futures are not pre-determined and can be improved through learning and hard work. On Education and Sharing Day, we acknowledge the critical role of families, schools, and religious and other civic institutions in nurturing in our children the values that enable them to realize the full scope of their ambitions.  Education and Sharing Day recognizes the remarkable efforts of Rabbi Menachem Mendel Schneerson, the Lubavitcher Rebbe, to use values-based education to drive our Nation's children toward the American Dream. As an educator, Rabbi Schneerson understood that education is incomplete if it is devoid of moral development. Working through a spirit of optimism, he strived to teach children to be honest, civil, respectful of differences, and self-disciplined, in addition to being intellectually rigorous.  On April 18, 1978, our Nation's first Education Day, U.S.A., Rabbi Schneerson wrote that ""we can neither be satisfied nor slacken our efforts"" so long as ""there is still one child that does not receive an adequate education."" These words inspire us today, as they did then, to empower our children and share with each of them the opportunity and promise of America. It is up to us to support our children in realizing their hopes and to encourage them to reach their fullest potential.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 7, 2017, as ""Education and Sharing Day, U.S.A."" I call upon government officials, educators, volunteers, and all the people of the United States to observe this day with appropriate programs, ceremonies, and activities.  In Witness Whereof, I have hereunto set my hand this sixth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9590—Pan American Day and Pan American Week, 2017",2017-04-07,"Pan American Day and Pan American Week commemorate the 127th anniversary of the conclusion of the First International Conference of American States. This inter-American gathering planted the seed for the creation of the Organization of American States, an enduring organization for the promotion of democracy, security, human rights, and economic development throughout the Americas. Pan American Day and Pan American Week remind us to reflect on the shared history of the Americas and the Caribbean and to commit to strengthening relationships with our regional partners based on common interests and shared values.  My Administration is dedicated to improving border security, dismantling transnational criminal networks, and combating terrorism to ensure the safety of our citizens. We are committed to constructive and cooperative engagement with our longstanding Pan American partners, building on existing linkages and forging new relationships, to advance these critical objectives.  The governments and people of the Americas are united through longstanding institutional, economic, cultural, and social bonds. In conversations and meetings with regional leaders, I continue to reinforce America's commitment to those bonds and to advancing the Pan American ideals of peace and prosperity across the Western Hemisphere. As these conversations continue, we will find new ways to promote enhanced, reciprocal relationships among the Pan American States, advancing the well-being of people throughout the region.  As we celebrate Pan American Day and Pan American Week, commemorating the formation of our Pan American partnership on April 14, 1890, let us reaffirm our close ties and pledge to work together on shared priorities that are vital to the interests of our countries.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 14, 2017, as Pan American Day and April 9 through April 15, 2017, as Pan American Week. I call upon the people of the United States to observe this day with appropriate ceremonies and activities.  In Witness Whereof, I have hereunto set my hand this seventh day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9591—National Former Prisoner of War Recognition Day, 2017",2017-04-07,"On National Former Prisoner of War Recognition Day, America honors our service men and women imprisoned during war. These patriots have moved and inspired our Nation through their unyielding sacrifices and devout allegiance. We honor the strength through adversity of all of these heroes from our Nation's wars and conflicts, from the American Revolution to the World Wars, from Korea to Vietnam, from Desert Storm to the War on Terror.  American service members serve and fight selflessly each day to secure the freedoms we often take for granted. They bear the full weight of their oath to ""support and defend the Constitution of the United States against all enemies, foreign and domestic,"" in which there is no safety clause. None know this so well as our former prisoners of war (POWs). According to the Department of Veterans Affairs, more than half a million Americans have been captured and interned as POWs since the American Revolution.  This year marks the 75th anniversary of the Bataan Death March. After the surrender of the Bataan peninsula in the Philippines on April 9, 1942, Filipino and American soldiers were rounded up and forced to march 60 miles from Mariveles to San Fernando. An estimated 500 Americans died during the march, as they were starved, beaten, and tortured to death. Those who reached San Fernando were taken in cramped boxcars to POW camps, where thousands more Americans died of disease and starvation.  These stories remind us of the great sacrifice and bravery of our men and women in the Armed Forces. Throughout our history, they have risked everything to defend our country. They have been stripped of liberty, and regained it. They have faced the darkness of captivity, and emerged to the warm light of freedom. These victories have no match. These triumphs ignite the flame of liberty deep within their hearts, and in ours, and make America the great Nation it is today.  But in celebrating those POWs who returned from captivity, we also solemnly remember and honor those who died in captivity. They paid the ultimate price for their love of country.  As President, I am committed to providing our veterans, and especially our former POWs, with the support, care, and resources they deserve. Our country owes a debt to our heroes that we can never adequately repay, but which we will always honor each day.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 9, 2017, as National Former Prisoner of War Recognition Day. I call upon Americans to observe this day by honoring the service and sacrifice of all our former prisoners of war and to express our Nation's eternal gratitude for their sacrifice. I also call upon Federal, State, and local government officials and organizations to observe this day with appropriate ceremonies and activities. In Witness Whereof, I have hereunto set my hand this seventh day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9592—National Park Week, 2017",2017-04-14,"This year we celebrate National Park Week as the National Park Service begins its second century as a critical guardian of America's Federal public lands. During National Park Week, national parks across our country waive their entrance fees and welcome all explorers to experience, as past generations have, the history and splendor of our Nation's treasures.  The national park system started with a painting. In 1872, Thomas Moran painted The Grand Canyon of the Yellowstone, presented it to the Congress, and captivated countless Americans. Inspired by Moran's beautiful illustration and western explorers' stories, photographs, and sketches, the Congress and President Ulysses S. Grant enacted the Yellowstone National Park Protection Act. This law established Yellowstone as the world's first national park and transformed how we protect many of our Nation's landmarks.  Forty years later, President Theodore Roosevelt, known as the ""Conservation President,"" established Crater Lake, Oregon, as our fifth national park. During his presidency, Roosevelt doubled the number of national parks, designating, in addition to Crater Lake: Wind Cave, South Dakota; Sullys Hill, North Dakota; Mesa Verde, Colorado; and Platt, Oklahoma. Given his instrumental role in expanding our national park system, it is fitting that his likeness endures at Mount Rushmore National Memorial.  Today, visitors from around the world travel to our Nation's 59 national parks to climb snow-capped peaks, splash under majestic falls, rappel into the deepest canyons, and find peace in shaded forests. Our parks routinely provide visitors with unforgettable, sometimes life-changing experiences. From their unsurpassed beauty to their unmatched physical challenges, our parks capture the spirit of America's pioneering history. They symbolize our ongoing commitment to the preservation of our land and wildlife, and they set the conservation standard for the rest of the world.  It is a priority of my Administration to protect these magnificent lands, and to ensure all Americans have access to our national parks, as well as to other National Park Service sites, throughout the next century. For this reason, I chose to donate the first portion of my salary as President to the American Battlefield Protection Program, which the National Park Service uses to preserve significant American battlefields. It is my hope that we will pass down these natural and historic sites to our children and grandchildren.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 15 through April 23, 2017, as National Park Week. I encourage all Americans to celebrate by visiting our national parks and learning more about the natural, cultural, and historical heritage that belongs to each and every citizen of the United States of America.  In Witness Whereof, I have hereunto set my hand this fourteenth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9593—National Volunteer Week, 2017",2017-04-21,"During National Volunteer Week, we celebrate the spirit of compassion and generosity that drives us to care for others, and we recognize America's volunteers. Our volunteers are often unsung and unseen, but they are heroes.  One of our Nation's greatest strengths has always been our citizens' unique commitment to improving the lives of others. The principles of charitable compassion and philanthropic collaboration were at the heart of our Founding Fathers' efforts to build a culture that serves the greater good. From our earliest days, Americans have answered the call to help those in need—at home and around the world. This service, fundamental to our Nation's character, is renewed each day by citizens who generously give their time and talents to help others.  Our Nation's commitment to civic engagement continues to thrive. American volunteers keep students on track for graduation, care for seniors and veterans, and rebuild communities after terrible storms. Beyond our borders, our volunteers often place their lives at risk as they help those affected by war, poverty, and disease.  According to the Bureau of Labor Statistics, more than 60 million Americans volunteered in 2015, giving an estimated $185 billion in service to their communities. The latest data shows that our Nation's seniors lead the way in time spent volunteering, and we are immensely thankful for their commitment. Our busy adults aged 35 to 54 volunteer at the highest rates, and our communities depend on their continued involvement. Our Nation continues to build a culture of service—the volunteer rate among our teenagers has steadily climbed over the past several years.  This week we pay tribute to the extraordinary faith-based, nonprofit, national service, service club, military service, and community organizations that provide volunteers with opportunities to serve. These organizations engage and connect Americans from every walk of life. Through the generosity of our citizens, we are reminded that each one of us has a role to play in improving our communities. During the recent International Week of Service, service organizations across the globe came together to assist others and make an impact. This effort is a shining example of how our Nation's generous volunteers continue to lead the world in helping those most in need.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 23 through April 29, 2017, as National Volunteer Week. I call upon all Americans to observe this week by volunteering in service projects across our country and pledging to make service a part of their daily lives.  In Witness Whereof, I have hereunto set my hand this twenty-first day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9594—Days of Remembrance of Victims of the Holocaust, 2017",2017-04-24,"On Yom HaShoah—the day of Holocaust Remembrance—and during this Week of Remembrance, we honor the victims of the Holocaust and Nazi persecution.  The Holocaust was the state-sponsored, systematic persecution and attempted annihilation of European Jewry by the Nazi regime and its collaborators. By the end of World War II, six million Jews had been brutally slaughtered. The Nazis also targeted other groups for persecution and murder, including Roma (Gypsies), persons with mental and physical disabilities, Soviet prisoners of war, Jehovah's Witnesses, Slavs and other peoples of Europe, gays, and political opponents.  The United States stands shoulder to shoulder with the survivors of the Holocaust, their families, and the descendants of those who were murdered. We support the Jewish diaspora and the State of Israel as we fulfill our duty to remember the victims, honor their memory and their lives, and celebrate humanity's victory over tyranny and evil. Holocaust survivors, despite scars from history's darkest days, continue to inspire us to remember the past and learn from its lessons. By sharing their experiences and wisdom, they continue to fuel our resolve to advance human rights and to combat antisemitism and other forms of hatred.  During this week in 1945, American and Allied forces liberated the concentration camp at Dachau and other Nazi death camps, laying bare to the world the unconscionable horror of the Holocaust. We must remain vigilant against hateful ideologies and indifference. Every generation must learn and apply the lessons of the Holocaust so that such horror, atrocity, and genocide never again occur. It is our solemn obligation to reaffirm our commitment to respecting the fundamental freedoms and inherent dignity of every human being.  Let us join together to remember and honor the victims of the Holocaust and Nazi persecution. We express our eternal gratitude to the liberators who selflessly risked their lives to save those of others, and we pledge to never be bystanders to evil.  We must never forget.  Now, Therefore, I, Donald J. Trump, President of the United States of America, do hereby ask the people of the United States to observe the Days of Remembrance of Victims of the Holocaust, April 23 through April 30, 2017, and the solemn anniversary of the liberation of Nazi death camps, with appropriate study, prayers and commemoration, and to honor the memory of the victims of the Holocaust and Nazi persecution by internalizing the lessons of this atrocity so that it is never repeated.  In Witness Whereof, I have hereunto set my hand this twenty-fourth day of April, in the year two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
"Donald J. Trump: Proclamation 9595—Asian American and Pacific Islander Heritage Month, 2017",2017-04-28,"This month, we celebrate Asian American and Pacific Islander Heritage Month, and we recognize the achievements and contributions of Asian Americans and Pacific Islanders that enrich our Nation.  Asian Americans and Pacific Islanders have distinguished themselves in the arts, literature, and sports. They are leading researchers in science, medicine, and technology; dedicated teachers to our Nation's children; innovative farmers and ranchers; and distinguished lawyers and government leaders.  Dr. Sammy Lee, a Korean American who passed away last December, exemplified the spirit of this month. Dr. Lee was the first Asian American man to win an Olympic gold medal, becoming a platform diving champion at the 1948 London Olympics only 1 year after graduating from medical school. To fulfill his dreams, Dr. Lee overcame several obstacles, including his local childhood pool's policy of opening to minorities only once per week. Later in life he was subject to housing discrimination (even after 8 years of military service). Dr. Lee nevertheless tirelessly served his country and community, including by representing the United States at the Olympic Games, on behalf of several Presidents.  Katherine Sui Fun Cheung also embodied the spirit of this month. In 1932, she became the first Chinese American woman to earn a pilot license. At the time, only about 1 percent of pilots in the United States were women. As a member of The Ninety-Nines, an organization of women pilots, she paved the way for thousands of women to take to the skies.  There are more than 20 million Asian Americans and Pacific Islanders in the United States. Each day, through their actions, they make America more vibrant, more prosperous, and more secure. Our Nation is particularly grateful to the many Asian Americans and Pacific Islanders who have served and are currently serving in our Armed Forces, protecting the Nation, and promoting freedom and peace around the world.  Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as Asian American and Pacific Islander Heritage Month. The Congress, by Public Law 102-450, as amended, has also designated the month of May each year as ""Asian/Pacific American Heritage Month."" I encourage all Americans to learn more about our Asian American, Native Hawaiian, and Pacific Islander heritage, and to observe this month with appropriate programs and activities.  In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first.  DONALD J. TRUMP"
